sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,reconstruction_residual_rms
1126,-1,direct_help,N/A,N/A,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,2,decades,original,numeric,2,2,decades,plain_long,240.0,48,38.51432983319481,-3.664146763592657,10.869280761972751,0.15361387314243033
1214,-1,direct_help,N/A,N/A,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,40.738905111553706,9.482480956207766,11.372631561700635,0.16192440865245028
1346,-1,direct_help,N/A,N/A,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,2,decades,original,numeric,2,2,decades,plain_long,240.0,48,35.81346164453708,-1.7952210495745997,8.102485528912181,0.17033811494016066
1390,-1,direct_help,N/A,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,35.722612520182714,-6.270371432407144,-4.730084900898987,0.17812804331731272
1522,-1,direct_help,N/A,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,38.59004816114843,3.7178470223127653,-5.625653983463581,0.15165518162470681
1742,-1,direct_help,N/A,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,30.3349860492251,-7.477843133927123,-4.4918713184987595,0.1629003426849763
1918,-1,direct_help,N/A,N/A,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,N/A,N/A,2,decades,original,numeric,2,2,decades,plain_long,240.0,48,42.385581073496425,8.024254213668277,14.246944433514823,0.1637930755714559
2006,-1,direct_help,N/A,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,30.775324356130724,-9.635841365914203,-2.52394862228791,0.15725726694426648
2554,-1,direct_help,N/A,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,20,years,original,numeric,20,20,years,plain_long,240.0,48,26.38402455909307,4.284726585737064,-12.864039730614255,0.16831859764468435
3392,-1,direct_help,N/A,N/A,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,N/A,N/A,<averaged>,<averaged>,original,numeric,2,2,decades,plain_long,240.0,96,38.33680421537178,1.6133319421983718,3.2607994257586257,0.16650619588368398
3764,-1,direct_help,N/A,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,20,years,original,numeric,20,20,years,plain_long,240.0,48,28.258237848068045,-2.9511022247332694,-10.247043368823569,0.17914537178702972
138,-1,task_available_time,<averaged>,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,30,years,original,numeric,30,30,years,nof_conv,360.0,36,25.249865550145643,23.578988340379095,-20.38631850537277,0.25430405576399834
954,-1,task_available_time,<averaged>,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,35.80354125190351,37.51409889059615,14.246929856424515,0.3055382226400696
1130,-1,task_available_time,<averaged>,N/A,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,nof_conv,360.0,36,42.59750739172151,20.82266842396897,32.784816766629326,0.303229310704945
1218,-1,task_available_time,<averaged>,N/A,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,35.7005238896701,30.846290983556127,33.34999175381603,0.3022779333945014
1350,-1,task_available_time,<averaged>,N/A,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,nof_conv,360.0,36,34.267536016900294,21.16705630450518,29.427488485202545,0.3075945002549309
1394,-1,task_available_time,<averaged>,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,51.66867538262952,12.168625897196812,0.6538228970446942,0.2985231681667829
1526,-1,task_available_time,<averaged>,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,50.48043300407834,32.257820708645646,15.146321165973008,0.3509688939252025
1746,-1,task_available_time,<averaged>,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,30.61899903104555,34.49283131580469,-0.9465460422602457,0.2884475964817628
1922,-1,task_available_time,<averaged>,N/A,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,N/A,N/A,3,decades,original,numeric,3,3,decades,nof_conv,360.0,36,37.9370664650224,13.434132266275796,44.7926762228314,0.3209272014778557
2010,-1,task_available_time,<averaged>,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,30.474017988915747,20.584242037004977,6.860021472157516,0.292415708166377
2558,-1,task_available_time,<averaged>,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,30,years,original,numeric,30,30,years,nof_conv,360.0,36,10.914976332007974,63.49567506616591,-22.964157171690847,0.3148099966775978
3396,-1,task_available_time,<averaged>,N/A,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,nof_conv,360.0,72,29.744348645898054,14.237340406372956,16.628313056706222,0.3169392680373453
3768,-1,task_available_time,<averaged>,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,30,years,original,numeric,30,30,years,nof_conv,360.0,36,12.442118341993677,23.24146339112478,-15.23966378265189,0.30609373099475157
138,-1,direct_help,N/A,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,30,years,original,numeric,30,30,years,plain,360.0,48,32.01790682161218,9.099166167510688,-31.75629883768244,0.20860861130161346
954,-1,direct_help,N/A,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,43.24057148334123,19.559020974103994,-12.3157288633209,0.19577469266195274
1130,-1,direct_help,N/A,N/A,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain,360.0,48,45.695883312903284,-1.3571215913859267,5.202803697091435,0.18896941214834342
1218,-1,direct_help,N/A,N/A,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,47.91945357338308,19.89582261275071,5.988649346548687,0.18988397978780636
1350,-1,direct_help,N/A,N/A,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain,360.0,48,40.01623691596565,-0.04498136448703874,-0.4570912409396508,0.2068395337214508
1394,-1,direct_help,N/A,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,41.80838539698551,-8.76656494121362,-19.994510683714356,0.20267230015807777
1526,-1,direct_help,N/A,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,44.50923654229663,12.528571652715025,-21.312697206682273,0.17913483558676294
1746,-1,direct_help,N/A,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,36.576110090016385,0.3799122711459609,-22.99184242411909,0.18709060752904194
1922,-1,direct_help,N/A,N/A,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain,360.0,48,49.60991234115071,13.700013293218957,9.644639683738893,0.20143690206633802
2010,-1,direct_help,N/A,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,33.50760291297771,-3.152326565222238,-19.845347485053207,0.19262970973434965
2558,-1,direct_help,N/A,N/A,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,N/A,N/A,30,years,original,numeric,30,30,years,plain,360.0,48,20.39196676018657,25.53942473913081,-35.62676524399807,0.25645080703501627
3396,-1,direct_help,N/A,N/A,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain,360.0,96,42.16798350666652,2.934435448575976,-9.600412174211582,0.21038963283878698
3768,-1,direct_help,N/A,N/A,write a novel,creative_writing,high,creative,high,creative,medium,individual,N/A,N/A,30,years,original,numeric,30,30,years,plain,360.0,48,26.575482343562346,5.373005855617631,-29.897526090866425,0.23212291223465456
138,-1,direct_help,N/A,N/A,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,N/A,N/A,30,years,original,numeric,30,30,years,plain_long,360.0,48,34.52300531831514,5.408531907979243,-11.85217561399192,0.16062358053495918
954,-1,direct_help,N/A,N/A,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,38.91219607386262,10.554168192950339,-0.010976338915666739,0.18256160921940492
1130,-1,direct_help,N/A,N/A,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain_long,360.0,48,39.80458081925306,-1.0329867157782524,10.531896205082075,0.15124653663767101
1218,-1,direct_help,N/A,N/A,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,41.81164900261191,11.140502152078923,11.661585230637442,0.16078854345849256
1350,-1,direct_help,N/A,N/A,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain_long,360.0,48,37.10725271789136,1.105813606745025,7.873879273962927,0.1671738737211783
1394,-1,direct_help,N/A,N/A,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,37.004196393251156,-4.25129063514328,-4.410174257292444,0.17776430289397327
1526,-1,direct_help,N/A,N/A,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,39.89370012107586,7.73517308139321,-5.179158022638165,0.1486912425540597
1746,-1,direct_help,N/A,N/A,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,31.685699286752833,-4.038704790812622,-4.591208199799868,0.16045695040343685
1922,-1,direct_help,N/A,N/A,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,N/A,N/A,3,decades,original,numeric,3,3,decades,plain_long,360.0,48,43.40187361133281,8.469158620754632,13.884341806170667,0.16200183488939823
2010,-1,direct_help,N/A,N/A,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,N/A,N/A,<averaged>,<averaged>,original,numeric,3,3,decades,plain_long,360.0,96,32.23363726904185,-4.307725421074946,-2.9968293885883286,0.15400171405792998
